NO_OF_SAMPLES	4800
TOT_NO_OF_CHAN	4
FREQUENCY	960.000000
NO_OF_CALC_CHAN	0
TIME_STAMP	2020-02-08, 11:50:02	228080.26681630
FIRST_SAMPLE	1
DESCRIPTION	--
DATA_INCLUDED	Analog
CHANNEL_NAMES	Vastus Lateralis	Vastus Medialis	Tibialis Anterior	Lateral Gastroc
CHANNEL_GAIN	1	1	1	1
FP_LOCATION
FP_CAL
FP_GAIN
Vastus Lateralis	Vastus Medialis	Tibialis Anterior	Lateral Gastroc	
-0.000153	-0.000153	0.010223	-0.003204	
-0.005646	-0.001373	0.010529	-0.006256	
0.001984	0.005951	0.012054	0.000153	
-0.003204	0.003815	0.008392	-0.004120	
-0.001068	0.002289	0.007172	-0.001678	
-0.006866	0.000763	0.006866	-0.005951	
-0.005951	0.000458	0.004730	-0.006866	
-0.001068	0.000153	0.009308	-0.008392	
-0.005951	-0.003510	0.004730	-0.007172	
-0.003510	-0.001373	0.005951	-0.004425	
-0.005035	-0.002289	0.006866	-0.007477	
-0.001678	0.002899	0.009918	-0.001678	
-0.005951	0.010223	0.008698	-0.009918	
-0.008087	0.010834	0.009918	-0.007477	
-0.009003	0.005951	0.008087	-0.010223	
-0.002899	0.010223	0.009918	-0.003204	
-0.007477	0.002594	0.005341	-0.003510	
-0.008087	0.004425	0.010223	-0.005646	
-0.011749	0.000153	0.004730	-0.007172	
0.000153	0.003815	0.011139	0.000153	
-0.005341	-0.003815	0.007782	-0.002899	
-0.007477	0.000153	0.009918	0.000763	
-0.003510	0.001678	0.011749	0.001068	
-0.004425	-0.001373	0.005341	-0.004425	
-0.003204	-0.000763	0.009918	-0.001373	
-0.009308	-0.001068	0.004425	-0.004425	
-0.001068	0.003204	0.011139	-0.002899	
-0.002289	0.001984	0.008698	-0.009003	
-0.000153	0.002289	0.010529	-0.004425	
-0.005341	-0.001984	0.002594	-0.012970	
-0.000153	0.006561	0.010223	-0.009003	
-0.007477	0.004425	0.004120	-0.013885	
-0.002289	0.016327	0.013275	-0.003510	
-0.012360	0.007782	0.010529	-0.009003	
-0.011139	0.008698	0.010834	-0.005951	
-0.013885	0.002899	0.009308	-0.010223	
-0.009003	0.011139	0.008392	-0.007782	
-0.009003	0.008698	0.009003	-0.009918	
-0.009003	0.008698	0.012054	-0.005951	
-0.005646	0.008087	0.010529	-0.006256	
-0.001068	0.007172	0.005035	-0.007172	
0.006561	0.010223	0.012054	-0.003204	
0.002899	0.005035	0.004730	-0.013580	
0.006561	0.010834	0.011749	-0.005951	
0.003815	0.006256	0.010223	-0.005951	
0.001068	0.010223	0.012665	-0.000153	
-0.009613	0.000763	0.003204	-0.009003	
-0.005341	0.008698	0.010223	-0.005341	
-0.006866	-0.001373	0.004120	-0.015411	
-0.004120	-0.000153	0.012054	-0.005951	
-0.006256	-0.009003	0.007782	-0.008087	
-0.003815	-0.003204	0.007172	-0.003510	
-0.009613	-0.004120	0.007782	-0.005341	
-0.007477	0.002289	0.010223	-0.002289	
-0.009308	-0.001068	0.009308	-0.010223	
-0.009003	0.001984	0.010223	-0.009308	
-0.010834	-0.001068	0.009308	-0.009308	
-0.009003	-0.000763	0.003815	-0.009003	
-0.005341	0.004425	0.000153	-0.005035	
-0.004120	0.001068	0.002594	-0.004425	
-0.010223	-0.005646	0.012665	-0.004120	
-0.008087	-0.006866	0.010834	-0.009308	
-0.002289	-0.005646	0.019073	-0.000763	
-0.011749	-0.015106	0.014191	-0.006256	
-0.007477	-0.005035	0.012970	-0.003510	
-0.009003	-0.008087	0.000458	-0.010529	
0.005646	0.002289	0.009003	-0.002899	
-0.000763	-0.003510	0.004120	-0.010223	
0.008087	0.002289	0.010529	-0.002899	
0.006866	0.002899	0.007172	-0.004120	
0.002289	0.004730	0.004425	-0.008087	
-0.001068	0.003815	0.004425	-0.007782	
-0.004425	0.002594	0.005341	-0.007477	
-0.005341	0.005035	0.014191	-0.003510	
-0.009613	0.004730	0.005341	-0.005951	
-0.005341	0.005035	0.005341	-0.009308	
-0.007782	0.007172	0.010223	-0.009003	
-0.009613	0.005951	0.006561	-0.012054	
-0.009613	0.004730	0.005951	-0.009308	
-0.009308	0.002289	0.010223	-0.009003	
-0.016937	-0.004120	0.006866	-0.009613	
-0.009613	0.004425	0.012054	-0.006866	
-0.011139	0.004425	0.009003	-0.009613	
-0.009003	0.002594	0.009003	-0.005646	
-0.006866	-0.000763	0.005341	-0.012360	
-0.005341	0.007172	0.010223	-0.008087	
-0.006256	-0.000153	0.003204	-0.011139	
0.002289	0.010223	0.012665	-0.004425	
-0.004120	0.010223	0.004730	-0.013580	
0.001678	0.016327	0.010529	-0.004120	
-0.006866	0.004730	0.009003	-0.005646	
-0.008392	0.004425	0.007782	-0.005035	
-0.008392	0.004425	0.010223	-0.006256	
-0.011749	0.002594	0.002899	-0.011139	
-0.005646	0.002899	0.008087	-0.009613	
-0.008087	0.005035	0.001984	-0.012054	
-0.006866	0.007172	0.004425	-0.012970	
-0.011139	0.002594	0.002594	-0.010529	
-0.004120	0.010223	0.015106	0.001678	
-0.009003	0.004120	0.008392	-0.006866	
-0.003815	0.011749	0.006866	-0.005341	
-0.003510	0.006866	0.011139	-0.004120	
-0.003815	0.002899	0.003204	-0.008087	
0.001984	-0.003204	0.007172	-0.006256	
-0.001068	-0.007477	0.008698	-0.003204	
-0.003204	-0.003204	0.011139	-0.007172	
-0.005341	-0.002899	0.010529	-0.007172	
-0.005951	0.002594	0.012665	-0.006256	
-0.005035	0.003815	0.013275	-0.004425	
-0.005951	0.000153	0.008392	-0.006256	
-0.005646	0.002594	0.006256	-0.006256	
-0.009613	0.004120	0.005341	-0.008087	
-0.009308	0.000763	0.003815	-0.011139	
0.001678	0.009003	0.010529	0.000763	
-0.002289	0.004730	0.007172	-0.001678	
-0.001678	0.005951	0.008698	-0.003510	
-0.006866	0.006256	0.003204	-0.004425	
0.002289	0.012665	0.011139	0.000153	
-0.003815	0.006256	0.005951	-0.006866	
-0.005341	0.011139	0.009918	0.000763	
-0.008087	0.007172	0.004120	-0.005035	
-0.009918	0.008087	0.005341	-0.005341	
-0.015106	0.008087	0.003204	-0.006256	
-0.006866	0.010223	0.008087	-0.005035	
-0.002289	0.007782	0.008392	-0.002899	
0.006561	0.005035	0.009918	-0.005035	
0.010223	0.005646	0.006561	-0.008392	
0.007782	0.004120	0.005951	-0.006256	
0.009003	0.006561	0.013885	-0.000153	
-0.001373	0.001984	0.009003	-0.007172	
-0.002289	0.003815	0.011139	-0.003510	
-0.013885	-0.004425	0.002594	-0.012970	
-0.012360	-0.004425	0.009003	-0.005035	
-0.012970	-0.007172	0.004730	-0.012360	
-0.011749	-0.006256	0.009918	-0.005341	
-0.011444	-0.009308	0.004120	-0.009003	
-0.001373	0.000458	0.012970	0.000763	
-0.011139	-0.008087	0.005951	-0.014191	
-0.009613	0.000153	0.008392	-0.006866	
-0.011139	0.002289	0.004425	-0.011749	
-0.012970	0.004425	0.005341	-0.010529	
-0.009918	0.006561	0.010529	-0.008087	
-0.007477	0.006256	0.011749	-0.011444	
-0.006256	0.000153	0.009918	-0.015411	
-0.006256	-0.006256	0.008698	-0.016022	
-0.005035	-0.000153	0.013275	-0.011444	
-0.009308	-0.003204	0.010529	-0.011749	
-0.008392	0.000153	0.011749	-0.008087	
-0.011444	-0.005035	0.004425	-0.014496	
-0.002289	0.002289	0.013275	-0.009003	
-0.009308	-0.001984	0.007172	-0.006256	
-0.002289	0.006256	0.013275	-0.002899	
-0.005341	-0.006256	0.008392	-0.013580	
-0.004425	-0.005951	0.009003	-0.005035	
-0.013275	-0.009918	0.002899	-0.010529	
-0.005951	0.004730	0.008392	-0.007782	
-0.001373	0.008087	0.009003	-0.006256	
-0.007477	0.002594	0.009003	-0.000153	
-0.003510	0.004120	0.012970	0.004120	
-0.006256	0.001678	0.005341	0.000763	
-0.003815	-0.003204	0.005951	-0.002899	
0.001068	-0.004120	0.004120	-0.000763	
0.002899	-0.001068	0.007782	0.004120	
-0.004425	-0.000763	0.001068	-0.003204	
-0.000153	0.005646	0.008392	0.001678	
-0.003510	0.003204	0.005951	-0.003510	
-0.003204	0.006256	0.008392	-0.004120	
-0.009613	-0.001984	-0.000153	-0.013275	
-0.003815	0.004425	0.008392	-0.005035	
-0.006256	0.002289	0.002289	-0.011444	
-0.005035	0.010529	0.005035	-0.007782	
-0.009613	0.004425	0.003204	-0.009308	
